,Hotel_Name,festac,Address,Cost,Property_type,Likes,Rating,Review
2115,Heaven's Court Hotel And Suites,,", Lagos - 1, Isheri Holiday Inn, Off Budland Street Grammer ...","₦6,500",Heaven's Court Hotel And Suites,2,NA,NA
2116,Mevron Suites And Garden ,,", Lagos - 2 B Street, Off Oyedele/Olorun Osebi Street, Off O...",NA,Mevron Suites And Garden ,2,NA,NA
2117,Talisco Hotel,Agege,"Agege, Lagos - 1, Oyekunle Street, Agege, Lagos ",NA,Talisco Hotel,2,NA,NA
2118,Etat Hotels,Apapa,"Apapa, Lagos - 1-15, Ede Street",NA,Etat Hotels,2,NA,NA
2119,Omesh Hotel,,", Lagos - 2, Tapa Street, Off Oyetuga",NA,Omesh Hotel,2,NA,NA
2120,Irelanders Hotel And Suites,Ogba,"Ogba, Lagos - 17, Morenikeji Street, Off Ajayi Road",NA,Irelanders Hotel And Suites,2,NA,NA
2121,Juliet Hotel & Nite Club,Shomolu,"Shomolu, Lagos - 34 Bajulaiye Road, Shomolu",NA,Juliet Hotel & Nite Club,2,NA,NA
2122,Crystal Guest Lodge,,", Lagos - No 11, Masebinu Street, Off Ulom Bus Stop, Off Ojo...",NA,Crystal Guest Lodge,2,NA,NA
2123,Golden Bird Guest House And Suite,,", Lagos - 12, Temidayo Street, Ilasan New Road Epe - Express...",NA,Golden Bird Guest House And Suite,2,NA,NA
2124,"Ricardo Hotel, Agbado",Abule Oshun,"Abule Oshun, Lagos - 1, Shem Joshua Street, Ango Beach Estate, Abule Os...",NA,"Ricardo Hotel, Agbado",2,NA,NA
2125,Exelesior Hotel,Apapa,"Apapa, Lagos - 1, Ede Streetrn",NA,Exelesior Hotel,2,NA,NA
2126,Blackpool Hotel,,", Lagos - 12, Shiyya Street, Off Awosoga","₦4,000",Blackpool Hotel,2,NA,NA
2127,Wabrasak Hotel,Gudugba,"Gudugba, Lagos - ",NA,Wabrasak Hotel,2,NA,NA
2128,Castle Lodge Serviced Apartments,Apapa,"Apapa, Lagos - 19A, Badagry Road",NA,Castle Lodge Serviced Apartments,2,NA,NA
2129,Long Island Hotel,,", Lagos - 4, Amusan Street, Off Micheal Alide Street",NA,Long Island Hotel,2,NA,NA
2130,Adoff Hotel International ,Ojo,"Ojo, Lagos - 5/7 Adoff Street",NA,Adoff Hotel International ,2,NA,NA
2131,Owen Benite Hotels,Ikeja,"Ikeja, Lagos - 4 Ademiluyi Street",NA,Owen Benite Hotels,2,NA,NA
2132,N And K,,", Lagos - 1, Abu Alfred Street",NA,N And K,2,NA,NA
2133,Nice Up Hotel,,", Lagos - 89, Mafolukuu Street",NA,Nice Up Hotel,2,NA,NA
2134,Regional Hotel,Badagry,"Badagry, Lagos - House 22, Isahi Road, Off Iyana Isashi Bustop",NA,Regional Hotel,2,NA,NA
2135,Funyin Hotel,Ajegunle,"Ajegunle, Lagos - 3, Zachus Lane MBA, Ajegunle, Lagos State, Nigeria...",NA,Funyin Hotel,2,NA,NA
2136,Agromacy Guest House,Ojo,"Ojo, Lagos - 2, Sunmonu Agromacy Street Iba New Site Iba Badagr...",NA,Hotel,2,NA,NA
2137,Hotel De Bassano,Ikotun,"Ikotun, Lagos - 35-37 Association Avenue, Off Idimu-Ikotun Road, C...",NA,Hotel De Bassano,2,NA,NA
2138,De Love Guest House,Ikorodu,"Ikorodu, Lagos - 13, Ayinde Street Off Omologede Street, Ipakodo Ro...",NA,De Love Guest House,2,NA,NA
2139,Jobadex Hotel,Ketu,"Ketu, Lagos - Iyase Close, Ketu, Lagos State, Nigeria.",NA,Jobadex Hotel,2,NA,NA
2140,Ines Suites D Close,,", Lagos - 208 Road, D Close",NA,Ines Suites D Close,2,NA,NA
2141,Golden Fish Hotels ,Ogba,"Ogba, Lagos - 1, Belly Street",NA,Golden Fish Hotels ,2,NA,NA
2142,Events Extension 1,,", Lagos - Boundary Express, Orodu Street","₦4,000",Events Extension 1,2,NA,NA
2143,Tavanner Inn,Isolo,"Isolo, Lagos - 1 Foursqure Avenue, Isolo Road, Lagos",NA,Tavanner Inn,2,NA,NA
2144,Magveros Guest House,,", Lagos - 7 Victor Olaleye Rogo Bustop, Iju Ishaga",NA,Magveros Guest House,2,NA,NA
2145,Smart 'H' Hotel ,Ikotun,"Ikotun, Lagos - 15 Jimoh Olaoge Street, Ogoro Bus Stop, Abaranje O...",NA,Smart 'H' Hotel ,2,NA,NA
2146,Ferou Hotels,Agboju,"Agboju, Lagos - 224/226, Old Ojo Rd, Agboju, Lagos State, Nigeria.",NA,Ferou Hotels,2,NA,NA
2147,Dibson Hotel ,,", Lagos - Off Hassan Street, Along Modine Road, Egan Igando",NA,Dibson Hotel ,2,NA,NA
2148,City Hotels ,,", Lagos - 169/171, Iyana Ipaja Road",NA,City Hotels ,2,NA,NA
2149,Eko Tourist Beach Resort,Lekki,"Lekki, Lagos - Akodo, Km 2 Epe Expressway",NA,Eko Tourist Beach Resort,2,NA,NA
2150,Kunxsbi Hotels Limited,,", Lagos - Plot 58 Yusuf Road, Kollington",NA,Kunxsbi Hotels Limited,2,NA,NA
2151,Peninsular Motel 4,,", Lagos - Ilasan New Road",NA,Peninsular Motel 4,2,NA,NA
2152,The Ambassador Villa Hotel,,", Lagos - Baiyeku",NA,The Ambassador Villa Hotel,2,NA,NA
2153,Abimbola Hotels,Ikotun,"Ikotun, Lagos - 1, Ambali Street, Liasu Road, Ikotun",NA,Abimbola Hotels,2,NA,NA
2154,Floron Guest House,Ikotun,"Ikotun, Lagos - 11, Akeja Road, Off Egbe, Ile Iwe Bus Stop",NA,Floron Guest House,2,NA,NA
2155,Cindellila Guest House,Ogba,"Ogba, Lagos - 66, Ijaiye Road,",NA,Cindellila Guest House,2,NA,NA
2156,Vannilla Suites Limited,,", Lagos - 16, Fadunsi Street, Oke-Ira",NA,Vannilla Suites Limited,2,NA,NA
2157,St And T Hotel,,", Lagos - 12, Aina Obembe Street, Off Baruwa Road",NA,St And T Hotel,2,NA,NA
2158,David Royal Suite,Magodo,"Magodo, Lagos - Plot 2 Block 51, Adetoro Adelaja Street Magodo GRA...",NA,David Royal Suite,2,NA,NA
2159,Mosu Plaza,Ebute Metta,"Ebute Metta, Lagos - 4, Apapa Road",NA,Mosu Plaza,2,NA,NA
2160,Gollico Hotel And Suites,Ikorodu,"Ikorodu, Lagos - 12, Oshodi Street, Aga",NA,Gollico Hotel And Suites,2,NA,NA
2161,Towne Place Hotel ,Lekki,"Lekki, Lagos - Plot 112, Adeba Road, Lakowe, Off Ibeju Lekki Expr...",NA,Towne Place Hotel ,2,NA,NA
2162,Havannah Guest House,Apapa,"Apapa, Lagos - 66, Bornu Crescentrn",NA,Havannah Guest House,2,NA,NA
2163,House 22 Suites,,", Lagos - 22, Agogo Kessington Crescent",NA,House 22 Suites,2,NA,NA
2164,Jaspan International Hotels,,", Lagos - 4, Olusegun Oshikanlu Estate, Pleasure Bus Stop",NA,Jaspan International Hotels,2,NA,NA
2165,Moncom Hotel (Alonbo),Ikorodu,"Ikorodu, Lagos - Agunfoye Adamo",NA,Moncom Hotel (Alonbo),2,NA,NA
2166,Latmus Hotel,,", Lagos - 22, Lateef Musa Street",NA,Latmus Hotel,2,NA,NA
2167,Dionzec Hotel ,Festac Town,"Festac Town, Lagos - Plot 1001, 13th Road, Cavera Estate, 6th Avenue",NA,Dionzec Hotel ,2,NA,NA
2168,Ayoola Guest House,Agege,"Agege, Lagos - Old Otta Road, Orile, Agege, Lagos State, Nigeria.",NA,Ayoola Guest House,2,NA,NA
2169,Josun Guest House ,Ikotun,"Ikotun, Lagos - 3, Oke-Anu Street",NA,Josun Guest House ,2,NA,NA
2170,Sheraton Hotel Annex ,Ikeja,"Ikeja, Lagos - Opebi Link Road, Ikeja, Lagos ",NA,Sheraton Hotel Annex ,2,NA,NA
2171,Larry Shine Suites,Alimosho,"Alimosho, Lagos - 12/14 Kokumo Street,Moshalasi Bus/Stop, By Shagari...",NA,Larry Shine Suites,2,NA,NA
2172,Di Harbor Inn Hotel,Ikorodu,"Ikorodu, Lagos - 7, Oba Ijaolu Road, Off Ijede Road",NA,Di Harbor Inn Hotel,2,NA,NA
2173,Double Eff Hotels,Apapa,"Apapa, Lagos - 16/18, Randle Road, Off Apapa Amusement Park",NA,Double Eff Hotels,2,NA,NA
2174,Naid Hotels,Isolo,"Isolo, Lagos - Plot 6-8 , Ogunfowokan Street, Ire-Akari Estat, Is...",NA,Naid Hotels,2,NA,NA
2175,Kingsley Ahmed Hotel,,", Lagos - 3/5, Akintan Street",NA,Kingsley Ahmed Hotel,2,NA,NA
2176,A-one Class Hotel Limited,Surulere,"Surulere, Lagos - 83,Owukori Cresent",NA,A-one Class Hotel Limited,2,NA,NA
2177,Haaco Suite,,", Lagos - Haaco Suite Road Ipara, Ilogbo Road",NA,Haaco Suite,2,NA,NA
2178,BluHilton,Ikoyi,"Ikoyi, Lagos - No 89 Lafiaji Street, Dolphin State At Ikoyi, Lago...",NA,BluHilton,2,NA,NA
2179,De Mainbowl Hotel And Suites,Lekki,"Lekki, Lagos - 9, Ogunyemi Street",NA,De Mainbowl Hotel And Suites,2,NA,NA
2180,Eleshin Dudu Hotel And Suites,,", Lagos - 490 Old Ojo Road, Satellite Town",NA,Eleshin Dudu Hotel And Suites,2,NA,NA
2181,Beno International Hotel,Badagry,"Badagry, Lagos - 26 ,Abiodun Lane, Badagry Expressway, Ajiboje",NA,Beno International Hotel,2,NA,NA
2182,Job And Joy Hotel (Mushin),,", Lagos - ",NA,Job And Joy Hotel (Mushin),2,NA,NA
2183,Topkatts Hotel,Ikorodu,"Ikorodu, Lagos - Ajegunle RD, Off Ita-Oluwo, Ikorodu, Lagos",NA,Topkatts Hotel,2,NA,NA
2184,Ise Guest House,,", Lagos - 19, Ajisegiri Street, Ladipo, Shogunle",NA,Ise Guest House,2,NA,NA
2185,Green Corner Guest House,Iju,"Iju, Lagos - 8 Iyere-Okojie Crescent, Off Powerline Rd, Obawole...",NA,Green Corner Guest House,2,NA,NA
2186,Niger Village Hotel,,", Lagos - 9/11 Bolataiwo Street, Agodo, Egbe",NA,Niger Village Hotel,2,NA,NA
2187,De-Julie Hotel,,", Lagos - Km 15, Lagos - Badagry Expressway, Onireke Bus-sto...",NA,De-Julie Hotel,2,NA,NA
2188,Rachelle Guest House,,", Lagos - 9, Oriwu Street, Opposite Health Center",NA,Rachelle Guest House,2,NA,NA
2189,"Premier Guest Inn, Festac Town",,", Lagos - 6th Avenue",NA,"Premier Guest Inn, Festac Town",2,NA,NA
2190,Job And Joy Hotel,Ishagatedo,"Ishagatedo, Lagos - 5A, Balogun Street Ishagatedo Off Bada Street",NA,Job And Joy Hotel,2,NA,NA
2191,City Palace Hotel,Ojo,"Ojo, Lagos - Old Ojo Rd ",NA,City Palace Hotel,2,NA,NA
2192,Shadlat International Hotel,Mushin,"Mushin, Lagos - 10/12, Olushoga Street, Off Alafia Street",NA,Shadlat International Hotel,2,NA,NA
2193,Monvee Guest House,,", Lagos - 23, Nurudeen Ahmed Street",NA,Monvee Guest House,2,NA,NA
2194,Bamrak Hotel And Suites ,,", Lagos - No 9, Abule Road, Akinten, Meiran",NA,Bamrak Hotel And Suites ,2,NA,NA
2195,Promise Hotel,Ojo,"Ojo, Lagos - Tivi Line Alaba Rago Ojo Lagos ",NA,Promise Hotel,2,NA,NA
2196,Halemson Beach Resort,Badagry,"Badagry, Lagos -  Ijegun Water Side, Badagry Express Way",NA,Hotel,2,NA,NA
2197,Pointview Hotel,Ikorodu,"Ikorodu, Lagos - 8 Muyideem Agbaku Street Eleshin Town Off Ijede Ro...",NA,Pointview Hotel,2,NA,NA
2198,Osaa Pool Bar,Alimosho,"Alimosho, Lagos - 18 Olufemi Ojo Street Baylord Bus Stop Alimosho","₦5,000",Hotel,2,NA,NA
2199,South Bound Hotel,Okokomaiko,"Okokomaiko, Lagos - Beside Okoko Police Station, Lagos/Badagry Express...",NA,South Bound Hotel,2,NA,NA
2200,Topson Guest House,Ojo,"Ojo, Lagos - 64, Poko Bus Stop, Ajaloko Road",NA,Topson Guest House,2,NA,NA
2201,Kings Court Arena,,", Lagos - 22, Odulaja Street, Before Mass Bus-Stop",NA,Kings Court Arena,2,NA,NA
2202,Larry Dam Inn,Ikorodu,"Ikorodu, Lagos - 9, Tayese Close Okeeletu Ijede",NA,Larry Dam Inn,2,NA,NA
2203,Galaxy Lodge,Ikotun,"Ikotun, Lagos - 47 Segun Irefin Street Off Synagogue Bustop Ikotun...",NA,Galaxy Lodge,2,NA,NA
2204,Osmak Hotel ,Alimosho,"Alimosho, Lagos -  35, Abdulsalau Street, Idimu",NA,Osmak Hotel ,2,NA,NA
2205,ORIGINAL INN ,Ebute Metta,"95 Freeman Str. Ebute Metta, Lagos - 95 Freeman Ebute Metta",NA,ORIGINAL INN ,2,NA,NA
2206,Mav-Kings Guest House,,", Lagos - 64, Adaloko Road, Off Afromedia",NA,Mav-Kings Guest House,2,NA,NA
2207,Ayudos Hotel,Badagry,"Badagry, Lagos - 25, Ajara Tota Street",NA,Ayudos Hotel,2,NA,NA
2208,De Soul Fresher Hotel,,", Lagos - Igbe Road, Opposite Kapo Palace, Ijede",NA,De Soul Fresher Hotel,2,NA,NA
2209,Sunny Star Guest House,,", Lagos - 3, Wale Godo Street, Off Liasu Road, Opposite King...",NA,Sunny Star Guest House,2,NA,NA
2210,Golden Point Hotel And Suites,,", Lagos - 27 Duduyemi Street, Bucknor Busstop",NA,Golden Point Hotel And Suites,2,NA,NA
2211,House 8 Suites,,", Lagos - 8, Aromoko Close, Kenna Estate, Lekki-Epe Expressw...",NA,House 8 Suites,2,NA,NA
2212,Aspot Lounge Hotel,,", Lagos - Plot A, Gbodo Junction, Gberigbe/Agura Road","₦4,000",Aspot Lounge Hotel,2,NA,NA
2213,Diamond Guest House,,", Lagos - 2, Kunle Adebowale Street",NA,Diamond Guest House,2,NA,NA
2214,Kolly O Hotel,Okota,"Okota, Lagos - 5 Lamidi Ariyo Street, Ago",NA,Kolly O Hotel,2,NA,NA
2215,Peace And Success Hotel,Ifako Ijaye,"Ifako Ijaye, Lagos - 148 Akera, Opposite Folyma Pharmacy, Alakuko Road",NA,Peace And Success Hotel,2,NA,NA
2216,Hotel Basset,Abule Egba,"Abule Egba, Lagos - 9 Victoria Onipede",NA,Hotel Basset,2,NA,NA
2217,Fegom Hotel,Oshidi Isolo,"Oshodi-Isolo, Lagos - 11 Dele Ashiru Street Ire Akari Estate ","₦4,000",Hotel,2,NA,NA
2218,Atlas International Hotels,Lagos Island,"Lagos Island, Lagos - 7, Carr Lane, Lagos Island, Lagos State, Nigeria.",NA,Atlas International Hotels,2,NA,NA
2219,Comfort House ,Lagos Island,"Lagos Island, Lagos - Hughes Ave ",NA,Comfort House ,2,NA,NA
2220,Antorence Star Hotel And Resort,Ikorodu,"Ikorodu, Lagos - 2 Akeju Ijebe Street,, Behind Imota Library, Off I...",NA,Antorence Star Hotel And Resort,2,NA,NA
2221,Icon Global Services Limited,,", Lagos - 101, Bamidele Adegbenro Street",NA,Icon Global Services Limited,2,NA,NA
2222,ASD International Hotel,Apapa,"Apapa, Lagos - 27, Marine Road",NA,ASD International Hotel,2,NA,NA
2223,Kadewa Suites,Onipan,"Onipan, Lagos - 25 Majolate Street Ilupeju-Onipanu ",NA,Hotel,2,NA,NA
2224,Savanah Extension,Apapa,"Apapa, Lagos - 38, Marine Road",NA,Savanah Extension,2,NA,NA
2225,Fantasy Villa ,Ikeja,"Ikeja, Lagos - 23 Akin Osiyemi Off Allen Avenue Ikeja ",NA,Fantasy Villa ,2,NA,NA
2226,Funtopia Leisure Resort,Lekki,"Lekki, Lagos - Lekki Estate Phase 1, Ibeju Lekki",NA,Funtopia Leisure Resort,2,NA,NA
2227,Bjay Hotel,Alimosho,"Alimosho, Lagos - 2, Oshodi Street Agege","₦5,000",Bjay Hotel,2,NA,NA
2228,Marble Hill Hotel Ikotun Lagos,Ikotun,"Ikotun, Lagos - No 23 Osidele Street Off Onile- Wura Behind Synago...",NA,Marble Hill Hotel Ikotun Lagos,2,NA,NA
2229,Perpetual Hotel,Ipaja,"Ipaja, Lagos - Ajisafe Street, Mercy Land Estate, Ipaja, Lagos",NA,Perpetual Hotel,2,NA,NA
2230,Biggy Tee Hotel,Ikorodu,"Ikorodu, Lagos - Lisa Close, Off Owututu Ishawo Road, Ikorodu, Lago...",NA,Biggy Tee Hotel,2,NA,NA
2231,Ooh La La Hotel,Ikeja,"Ikeja, Lagos - 37, Joel Ogunnaike, G.R.A, Ikeja, Lagos",NA,Ooh La La Hotel,2,NA,NA
2232,Bamowo Prestige Hotel,Bariga,"Bariga, Lagos - 40, Oshipitan Street, Owotutu Bus Stop,",NA,Bamowo Prestige Hotel,2,NA,NA
2233,HIGH CLIMAX HOTEL,"OJOTA, OSHODI, IKOTUN  BY SYNAGOGUE","OJOTA, OSHODI, IKOTUN  BY SYNAGOGUE, Lagos - 10, DAGUNRO CLOSE, BEHIND TOTAL ,OJOTA",NA,HIGH CLIMAX HOTEL,2,NA,NA
2234,"ATLANTIC GUEST HOUSE, VICTORIA ISLAND 2",Victoria Island,"Victoria Island, Lagos - 320, Akin Ogunlewe Street, Victoria Island, Lagos",NA,Hotel,2,NA,NA
2235,Benny Hotel,Festac Town,"Festac Town., Lagos - Plot 641, 1st Avenue, Festac Town Lagos",NA,Benny Hotel,2,NA,NA
2236,Furnished Apartment,Victoria Island,"Victoria Island, Lagos - One Thousand And Four Building, Victoria Island, L...",NA,Furnished Apartment,2,NA,NA
2237,SUPREME HOTEL LTD,Victoria Island,"V.i, Lagos - No 2 Victoria Island",NA,SUPREME HOTEL LTD,2,NA,NA
2238, Ruby Gardens,Lekki,"Lekki, Lagos - Lekki-Epe Expressway, Lekki, Lagos Lagos State (Tu...",NA,Hotel,2,NA,NA
2239,Compass Inn,Apapa,"Apapa, Lagos - 30, Adele Road",NA,Compass Inn,2,NA,NA
2240,POPO GUEST HOUSE,Alapere,"Alapere, Lagos - 42, Agboyi Road,Alapere Ketu.",NA,POPO GUEST HOUSE,2,NA,NA
2241,"THE SAVANNAH CENTER, LAGOS",Lekki,"Lekki, Lagos - Kilometer 45, Awoyaya Lekkiâ€“Epe Expressway,...",NA,Hotel,2,NA,NA
2242,Acquatic Hotels,Ikeja,"Ikeja, Lagos - 31-37, Toyin Street Ikeja, Lagos",NA,Acquatic Hotels,2,NA,NA
2243,Zenith Hotels,Surulere,"Surulere, Lagos - 28, Adeniran Ogunsanya Street, Surulere",NA,Zenith Hotels,2,NA,NA
2244,House 74 Bar ,Surulere,"Surulere, Lagos - Pllot 74 Ishaga Road, Idi-araba Surulere, Lagos St...",NA,House 74 Bar ,2,NA,NA
2245,Luster Suites,Okota,"Okota, Lagos - 24 Eddy Onugha Street, Okota Road",NA,Luster Suites,2,NA,NA
2246,La Manga Luxury Beach Villas,Ilashe Island,"Ilashe Island, Lagos - Ilashe Island, Lagos",NA,Hotel,2,NA,NA
2247,Cresttehill Hotel,Ifako Ijaiye,"Ifako-Ijaiye, Lagos -  33 ,Akinwunmi Street, New Oko Oba, Abule Egba",NA,Hotel,2,NA,NA
2248,Jay Hotel,Ifako Ijaiye,"Ifako Ijaiye, Lagos -  1, Yekini Street, Alagbado",NA,Jay Hotel,2,NA,NA
2249,Valley Suites Hotel And Lounge,Ifako Ijaiye,"Ifako-Ijaiye, Lagos -  28, Tunji Adebayo Street, Iju",NA,Valley Suites Hotel And Lounge,2,NA,NA
2250,Double Device Executive Guest House,Ifako Ijaiye,"Ifako Ijaiye, Lagos -  24, Alagbado Road, Ijaiye Ojokoro",NA,Double Device Executive Guest House,2,NA,NA
2251,Martdamore Hotel Ltd,Ifako Ijaiye,"Ifako Ijaiye, Lagos -  113, Jankara Road",NA,Martdamore Hotel Ltd,2,NA,NA
2252,I.S.I Guest House,Ikorodu,"Ikorodu, Lagos -  Muhammed Street, Ikorodu",NA,I.S.I Guest House,2,NA,NA
2253,Corner Rest Hotel,Ikorodu,"Ikorodu, Lagos -  72, Oju Oro, Ikorodu",NA,Corner Rest Hotel,2,NA,NA
2254,Mac Queen Hotel,Ikorodu,"Ikorodu, Lagos - 27, Omini Street, Ikorodu",NA,Mac Queen Hotel,2,NA,NA
2255,De'kulture Hotel And Suites,Ikorodu,"Ikorodu, Lagos -  Ijebu-Ode Road, Ikorodu",NA,De'kulture Hotel And Suites,2,NA,NA
2256,Duckland Hotel And Suites Limited,Ikorodu,"Ikorodu, Lagos -  1/3, Bashiru Oshikoya Street, Ijede",NA,Duckland Hotel And Suites Limited,2,NA,NA
2257,Olabs Hotels And Suites,Ikorodu,"Ikorodu, Lagos - 14, Alaja Sobayo Street, Agbede Eleja Aro, Agbede",NA,Olabs Hotels And Suites,2,NA,NA
2258,Ola Risley Hotel And Suites,Ikorodu,"Ikorodu, Lagos -  Ladugba Estate Sagamu Road, Ita Oluwo",NA,Ola Risley Hotel And Suites,2,NA,NA
2259,Hotel De Shokis Limited,Ikorodu,"Ikorodu, Lagos -  3/5, Tunji Shokefun, Igbogbo",NA,Hotel De Shokis Limited,2,NA,NA
2260,De Sleek Inn And Arena,Ikorodu,"Ikorodu, Lagos -  1, Tunde Gbolade Street, Igbogbo",NA,De Sleek Inn And Arena,2,NA,NA
2261,Ivory Guest House,Ikorodu,"Ikorodu, Lagos -  Calvary Gospel Street, Oreyo",NA,Ivory Guest House,2,NA,NA
2262,Manila Guest House,Ikorodu,"Ikorodu, Lagos - 18, Munirat Alaje Street, Ikorodu",NA,Manila Guest House,2,NA,NA
2263,Tanjarin Guest House,Ikorodu,"Ikorodu, Lagos -  Agunfoye Village, Igbobo",NA,Tanjarin Guest House,2,NA,NA
2264,B Fads Inn Club 99,Ikorodu,"Ikorodu, Lagos - 16, Banjo Crescent, Agric",NA,Hotel,2,NA,NA
2265,Junny Guest House,Ikorodu,"Ikorodu, Lagos -  6, Lizzy Falana Street, Ikorodu",NA,Junny Guest House,2,NA,NA
2266,De Yard Guest House And Bar,Ikorodu,"Ikorodu, Lagos -  250, Ishawo Road, Ikorodu",NA,De Yard Guest House And Bar,2,NA,NA
2267,Slafdat Guest House,Ikorodu,"Ikorodu, Lagos -  Odonla Road, Odogunya",NA,Slafdat Guest House,2,NA,NA
2268,Vijof Guest House,Ikorodu,"Ikorodu, Lagos -  10, Aremu Street, Agodo Segun, Odoguyan",NA,Vijof Guest House,2,NA,NA
2269,Segelink Fun Guest House,Ikorodu,"Ikorodu, Lagos -  Bayeku Road, New Lagos Estate, Bayeku",NA,Segelink Fun Guest House,2,NA,NA
2270,Jumarty Palace Hotel,Ikorodu,"Ikorodu, Lagos -  1, Jumarty Way, Ogijo",NA,Jumarty Palace Hotel,2,NA,NA
2271,Light House Hotel,Ikorodu,"Ikorodu, Lagos -  71, Ebute Igbogbo Road, Igbogbo Road",NA,Light House Hotel,2,NA,NA
2272,Onishaga International Hotel Limited,Alimosho,"Alimosho, Lagos -  8/12, Tashiru Kosebinu Street, Igando",NA,Onishaga International Hotel Limited,2,NA,NA
2273,Dalckson Sport One Hotel,Alimosho,"Alimosho, Lagos - Plot 17, Alhaji S.I Amida Street, Ijegun",NA,Dalckson Sport One Hotel,2,NA,NA
2274,Tunji Alaso Hotel And Guest House,Alimosho,"Alimosho, Lagos - AIT Road, Alagbado",NA,Tunji Alaso Hotel And Guest House,2,NA,NA
2275,St Anthony\'s Suites,Alimosho,"Alimosho, Lagos - 78, Liasu Road, Idimu",NA,St Anthony\'s Suites,2,NA,NA
2276,Capetown Hotel And Suites,Alimosho,"Alimosho, Lagos - 150, Abeokuta Express Road",NA,Capetown Hotel And Suites,2,NA,NA
2277,Motay Hotels And Suite,Alimosho,"Alimosho, Lagos - 18, Olanrewaju Ariyibi Crescent, Igando",NA,Motay Hotels And Suite,2,NA,NA
2278,Wasada Hotel And Suites,Alimosho,"Alimosho, Lagos -  12, Serifa Odo Street, Ije Ododo",NA,Wasada Hotel And Suites,2,NA,NA
2279,Park Valley Hotel And Suites,Alimosho,"Alimosho, Lagos -  7, Yusuf Olatunji Street, Ikotun",NA,Park Valley Hotel And Suites,2,NA,NA
2280,Nasman Hotel And Suites,Alimosho,"Alimosho, Lagos - 200, Church Bus/stop Idimu Ejigbo Road, Idimu",NA,Nasman Hotel And Suites,2,NA,NA
2281,Papa Joe Hotel And Suites,Alimosho,"Alimosho, Lagos - 18, Olayinka Yusuf Street, Igando Ikotun",NA,Papa Joe Hotel And Suites,2,NA,NA
2282,Mackenson Hotel And Suites,Alimosho,"Alimosho, Lagos -  10, Akinyemi Street, Igando",NA,Mackenson Hotel And Suites,2,NA,NA
2283,High Point Hotel And Suite,Alimosho,"Alimosho, Lagos -  123, NNPC Ejigbo Road, Isolo",NA,High Point Hotel And Suite,2,NA,NA
2284,Oklar Royal Suite And Bar Hotel,Alimosho,"Alimosho, Lagos - 1-3, Oklar Royal Avenue, Egbeda",NA,Oklar Royal Suite And Bar Hotel,2,NA,NA
2285,Lammytex Hotel And Suites,Alimosho,"Alimosho, Lagos -  1, Oladiji Close, Idimu",NA,Lammytex Hotel And Suites,2,NA,NA
2286,Richtrust Global Hotel,Apapa,"Apapa, Lagos - 41, Casuality Road",NA,Richtrust Global Hotel,2,NA,NA
2287,Vidal Global Hotel,Apapa,"Apapa, Lagos - 10, Bombay Crescent",NA,Vidal Global Hotel,2,NA,NA
2288,Grand Hotels Limited,Apapa,"Apapa, Lagos -  28, Wharf Road, Apapa",NA,Grand Hotels Limited,2,NA,NA
2289,De Vincey Hotels And Suites,Ojo,"Ojo, Lagos -  24, Oladehinde Bakare Street, Iba New Site",NA,De Vincey Hotels And Suites,2,NA,NA
2290,Stobenow Hotels And Suites,Ojo,"Ojo, Lagos - 2, Alori Street, Alaba International Market",NA,Stobenow Hotels And Suites,2,NA,NA
2291,D Feelings Hotels And Suites,Ojo,"Ojo, Lagos -  2, Yeye Arolu Street, Ojo Sea Star",NA,D Feelings Hotels And Suites,2,NA,NA
2292,Roseviella Resort Center,Ojo,"Ojo, Lagos - 39, Shegua Oloyede Street. Ojo",NA,Roseviella Resort Center,2,NA,NA
2293,Bizle Suites,Ojo,"Ojo, Lagos -  20, Seriki Street, Iba New Town",NA,Bizle Suites,2,NA,NA
2294,Star Diamond Guest And Suites,Ojo,"Ojo, Lagos - 15, Ojodu Abiodun Street, Ojodu",NA,Star Diamond Guest And Suites,2,NA,NA
2295,De Place Garden And Suite Limited,Ojo,"Ojo, Lagos -  60, Tedi Muwo Road, Tedi",NA,De Place Garden And Suite Limited,2,NA,NA
2296,Peto's Resort Place And Hotel,Ojo,"Ojo, Lagos - 32 ,Saka Orootan Street, Alaba International Marke...",NA,Peto's Resort Place And Hotel,2,NA,NA
2297,Equal Right Guest House,Ojo,"Ojo, Lagos -  2, Oke Anu Crescent, Morogbo",NA,Equal Right Guest House,2,NA,NA
2298,M. Coulibaly Guest House,Ojo,"Ojo, Lagos -  8/10, Edokpolo Street, Along Badagry Expressway, ...",NA,M. Coulibaly Guest House,2,NA,NA
2299,Okokomaiko Newage Guest House,Ojo,"Ojo, Lagos - 16B, Kemberi Street, Okokomaiko",NA,Okokomaiko Newage Guest House,2,NA,NA
2300,Suprise Guest House,Ojo,"Ojo, Lagos - 65, Olojo Drive, Ojo",NA,Suprise Guest House,2,NA,NA
2301,Emgees Guest House,Ojo,"Ojo, Lagos - 13, Emgees Street, Alhaji Bakare Estate, Ajiran",NA,Emgees Guest House,2,NA,NA
2302,Rose Major Hotel,Ojo,"Ojo, Lagos -  4, Ivory Road, Igbede",NA,Rose Major Hotel,2,NA,NA
2303,Freeborn Hotel,Ojo,"Ojo, Lagos -  6/8, Freeborn Close, Iyana Isashi",NA,Freeborn Hotel,2,NA,NA
